participant_code,group,medical_experience,legal_experience,conlang_experience,native_english,item_id,topic,timepoint,probability_assigned_to_a,correct_answer,logit
P67,intervention,0,0,0,0,Contracts_61,Contracts,after,100.0,B,-4.595119850134589
P67,intervention,0,0,0,0,Contracts_13,Contracts,before,60.0,A,0.4054651081081642
P67,intervention,0,0,0,0,Contracts_13,Contracts,intermediate,90.0,A,2.1972245773362196
P67,intervention,0,0,0,0,Contracts_13,Contracts,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,jbo_30,jbo,before,50.0,A,0.0
P67,intervention,0,0,0,0,jbo_30,jbo,intermediate,75.0,A,1.0986122886681098
P67,intervention,0,0,0,0,jbo_30,jbo,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,Surgery_229,Surgery,before,50.0,A,0.0
P67,intervention,0,0,0,0,Surgery_229,Surgery,intermediate,85.0,A,1.7346010553881064
P67,intervention,0,0,0,0,Surgery_229,Surgery,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,Contracts_29,Contracts,before,50.0,A,0.0
P67,intervention,0,0,0,0,Contracts_29,Contracts,intermediate,35.0,A,-0.6190392084062235
P67,intervention,0,0,0,0,Contracts_29,Contracts,after,15.0,A,-1.7346010553881064
P67,intervention,0,0,0,0,jbo_55,jbo,before,50.0,B,0.0
P67,intervention,0,0,0,0,jbo_55,jbo,intermediate,20.0,B,1.3862943611198908
P67,intervention,0,0,0,0,jbo_55,jbo,after,10.0,B,2.1972245773362196
P67,intervention,0,0,0,0,Contracts_44,Contracts,before,40.0,B,0.4054651081081642
P67,intervention,0,0,0,0,Contracts_44,Contracts,intermediate,19.0,B,1.4500101755059986
P67,intervention,0,0,0,0,Contracts_44,Contracts,after,5.0,B,2.9444389791664394
P67,intervention,0,0,0,0,Evidence_69,Evidence,before,63.0,A,0.5322168137473082
P67,intervention,0,0,0,0,Evidence_69,Evidence,intermediate,89.0,A,2.0907410969337694
P67,intervention,0,0,0,0,Evidence_69,Evidence,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,Surgery_50,Surgery,before,50.0,A,0.0
P67,intervention,0,0,0,0,Surgery_50,Surgery,intermediate,24.0,A,-1.1526795099383855
P67,intervention,0,0,0,0,Surgery_50,Surgery,after,2.0,A,-3.8918202981106265
P67,intervention,0,0,0,0,jbo_71,jbo,before,50.0,B,0.0
P67,intervention,0,0,0,0,jbo_71,jbo,intermediate,87.0,B,-1.900958761193047
P67,intervention,0,0,0,0,jbo_71,jbo,after,90.0,B,-2.1972245773362196
P67,intervention,0,0,0,0,jbo_44,jbo,before,50.0,A,0.0
P67,intervention,0,0,0,0,jbo_44,jbo,intermediate,90.0,A,2.1972245773362196
P67,intervention,0,0,0,0,jbo_44,jbo,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,jbo_45,jbo,before,50.0,B,0.0
P67,intervention,0,0,0,0,jbo_45,jbo,intermediate,21.0,B,1.3249254147435987
P67,intervention,0,0,0,0,jbo_45,jbo,after,0.0,B,4.595119850134589
P67,intervention,0,0,0,0,Surgery_265,Surgery,before,29.0,B,0.8953840470548413
P67,intervention,0,0,0,0,Surgery_265,Surgery,intermediate,60.0,B,-0.4054651081081643
P67,intervention,0,0,0,0,Surgery_265,Surgery,after,95.0,B,-2.9444389791664394
P67,intervention,0,0,0,0,Evidence_51,Evidence,before,57.0,A,0.2818511521409875
P67,intervention,0,0,0,0,Evidence_51,Evidence,intermediate,82.0,A,1.5163474893680882
P67,intervention,0,0,0,0,Evidence_51,Evidence,after,97.0,A,3.4760986898352724
P67,intervention,0,0,0,0,jbo_39,jbo,before,50.0,B,0.0
P67,intervention,0,0,0,0,jbo_39,jbo,intermediate,95.0,B,-2.9444389791664394
P67,intervention,0,0,0,0,jbo_39,jbo,after,99.0,B,-4.595119850134589
P67,intervention,0,0,0,0,jbo_111,jbo,before,50.0,A,0.0
P67,intervention,0,0,0,0,jbo_111,jbo,intermediate,90.0,A,2.1972245773362196
P67,intervention,0,0,0,0,jbo_111,jbo,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,Surgery_152,Surgery,before,50.0,A,0.0
P67,intervention,0,0,0,0,Surgery_152,Surgery,intermediate,85.0,A,1.7346010553881064
P67,intervention,0,0,0,0,Surgery_152,Surgery,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,Contracts_36,Contracts,before,50.0,B,0.0
P67,intervention,0,0,0,0,Contracts_36,Contracts,intermediate,67.0,B,-0.7081850579244859
P67,intervention,0,0,0,0,Contracts_36,Contracts,after,92.0,B,-2.4423470353692047
P67,intervention,0,0,0,0,jbo_12,jbo,before,50.0,A,0.0
P67,intervention,0,0,0,0,jbo_12,jbo,intermediate,90.0,A,2.1972245773362196
P67,intervention,0,0,0,0,jbo_12,jbo,after,97.0,A,3.4760986898352724
P67,intervention,0,0,0,0,Contracts_41,Contracts,before,65.0,A,0.6190392084062236
P67,intervention,0,0,0,0,Contracts_41,Contracts,intermediate,90.0,A,2.1972245773362196
P67,intervention,0,0,0,0,Contracts_41,Contracts,after,100.0,A,4.595119850134589
P67,intervention,0,0,0,0,Contracts_49,Contracts,before,40.0,B,0.4054651081081642
P67,intervention,0,0,0,0,Contracts_49,Contracts,intermediate,27.0,B,0.9946225751440619
P67,intervention,0,0,0,0,Contracts_49,Contracts,after,2.0,B,3.8918202981106256
P67,intervention,0,0,0,0,Contracts_28,Contracts,before,58.0,B,-0.32277339226305085
P67,intervention,0,0,0,0,Contracts_28,Contracts,intermediate,16.0,B,1.6582280766035322
P67,intervention,0,0,0,0,Contracts_28,Contracts,after,6.0,B,2.751535313041948
P67,intervention,0,0,0,0,Evidence_37,Evidence,before,60.0,B,-0.4054651081081643
P67,intervention,0,0,0,0,Evidence_37,Evidence,intermediate,80.0,B,-1.3862943611198908
P67,intervention,0,0,0,0,Evidence_37,Evidence,after,96.0,B,-3.178053830347945
P68,intervention,1,0,0,1,Surgery_280,Surgery,before,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Surgery_280,Surgery,intermediate,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Surgery_280,Surgery,after,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,Contracts_30,Contracts,before,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,Contracts_30,Contracts,intermediate,75.0,A,1.0986122886681098
P68,intervention,1,0,0,1,Contracts_30,Contracts,after,85.0,A,1.7346010553881064
P68,intervention,1,0,0,1,Contracts_27,Contracts,before,50.0,B,0.0
P68,intervention,1,0,0,1,Contracts_27,Contracts,intermediate,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Contracts_27,Contracts,after,15.0,B,1.7346010553881064
P68,intervention,1,0,0,1,Evidence_53,Evidence,before,40.0,A,-0.4054651081081643
P68,intervention,1,0,0,1,Evidence_53,Evidence,intermediate,20.0,A,-1.3862943611198906
P68,intervention,1,0,0,1,Evidence_53,Evidence,after,20.0,A,-1.3862943611198906
P68,intervention,1,0,0,1,jbo_63,jbo,before,50.0,B,0.0
P68,intervention,1,0,0,1,jbo_63,jbo,intermediate,35.0,B,0.6190392084062236
P68,intervention,1,0,0,1,jbo_63,jbo,after,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Surgery_249,Surgery,before,50.0,B,0.0
P68,intervention,1,0,0,1,Surgery_249,Surgery,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_249,Surgery,after,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,Contracts_20,Contracts,before,50.0,A,0.0
P68,intervention,1,0,0,1,Contracts_20,Contracts,intermediate,65.0,A,0.6190392084062236
P68,intervention,1,0,0,1,Contracts_20,Contracts,after,65.0,A,0.6190392084062236
P68,intervention,1,0,0,1,Surgery_283_flipped,Surgery,before,50.0,A,0.0
P68,intervention,1,0,0,1,Surgery_283_flipped,Surgery,intermediate,45.0,A,-0.20067069546215124
P68,intervention,1,0,0,1,Surgery_283_flipped,Surgery,after,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_9,Evidence,before,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Evidence_9,Evidence,intermediate,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Evidence_9,Evidence,after,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,jbo_26,jbo,before,50.0,A,0.0
P68,intervention,1,0,0,1,jbo_26,jbo,intermediate,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_26,jbo,after,10.0,A,-2.197224577336219
P68,intervention,1,0,0,1,Surgery_84,Surgery,before,50.0,A,0.0
P68,intervention,1,0,0,1,Surgery_84,Surgery,intermediate,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_84,Surgery,after,90.0,A,2.1972245773362196
P68,intervention,1,0,0,1,jbo_47,jbo,before,50.0,B,0.0
P68,intervention,1,0,0,1,jbo_47,jbo,intermediate,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,jbo_47,jbo,after,5.0,B,2.9444389791664394
P68,intervention,1,0,0,1,Surgery_25,Surgery,before,50.0,B,0.0
P68,intervention,1,0,0,1,Surgery_25,Surgery,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_25,Surgery,after,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,Surgery_15,Surgery,before,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Surgery_15,Surgery,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_15,Surgery,after,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,Evidence_54,Evidence,before,60.0,B,-0.4054651081081643
P68,intervention,1,0,0,1,Evidence_54,Evidence,intermediate,50.0,B,0.0
P68,intervention,1,0,0,1,Evidence_54,Evidence,after,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_58,Evidence,before,50.0,A,0.0
P68,intervention,1,0,0,1,Evidence_58,Evidence,intermediate,55.0,A,0.2006706954621514
P68,intervention,1,0,0,1,Evidence_58,Evidence,after,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_61,Evidence,before,50.0,B,0.0
P68,intervention,1,0,0,1,Evidence_61,Evidence,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_61,Evidence,after,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Evidence_19,Evidence,before,55.0,A,0.2006706954621514
P68,intervention,1,0,0,1,Evidence_19,Evidence,intermediate,65.0,A,0.6190392084062236
P68,intervention,1,0,0,1,Evidence_19,Evidence,after,80.0,A,1.3862943611198908
P68,intervention,1,0,0,1,Evidence_36,Evidence,before,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Evidence_36,Evidence,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_36,Evidence,after,90.0,B,-2.1972245773362196
P68,intervention,1,0,0,1,Surgery_225,Surgery,before,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Surgery_225,Surgery,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_225,Surgery,after,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,Evidence_21,Evidence,before,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,Evidence_21,Evidence,intermediate,50.0,A,0.0
P68,intervention,1,0,0,1,Evidence_21,Evidence,after,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,Contracts_3,Contracts,before,80.0,A,1.3862943611198908
P68,intervention,1,0,0,1,Contracts_3,Contracts,intermediate,100.0,A,4.595119850134589
P68,intervention,1,0,0,1,Contracts_3,Contracts,after,100.0,A,4.595119850134589
P68,intervention,1,0,0,1,Evidence_64,Evidence,before,45.0,B,0.2006706954621514
P68,intervention,1,0,0,1,Evidence_64,Evidence,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_64,Evidence,after,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Surgery_62,Surgery,before,50.0,A,0.0
P68,intervention,1,0,0,1,Surgery_62,Surgery,intermediate,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_62,Surgery,after,95.0,A,2.9444389791664394
P68,intervention,1,0,0,1,jbo_54,jbo,before,50.0,A,0.0
P68,intervention,1,0,0,1,jbo_54,jbo,intermediate,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_54,jbo,after,80.0,A,1.3862943611198908
P68,intervention,1,0,0,1,Contracts_61,Contracts,before,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,Contracts_61,Contracts,intermediate,60.0,B,-0.4054651081081643
P68,intervention,1,0,0,1,Contracts_61,Contracts,after,70.0,B,-0.8472978603872034
P68,intervention,1,0,0,1,Contracts_13,Contracts,before,50.0,A,0.0
P68,intervention,1,0,0,1,Contracts_13,Contracts,intermediate,50.0,A,0.0
P68,intervention,1,0,0,1,Contracts_13,Contracts,after,90.0,A,2.1972245773362196
P68,intervention,1,0,0,1,jbo_30,jbo,before,50.0,A,0.0
P68,intervention,1,0,0,1,jbo_30,jbo,intermediate,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_30,jbo,after,80.0,A,1.3862943611198908
P68,intervention,1,0,0,1,Surgery_229,Surgery,before,50.0,A,0.0
P68,intervention,1,0,0,1,Surgery_229,Surgery,intermediate,85.0,A,1.7346010553881064
P68,intervention,1,0,0,1,Surgery_229,Surgery,after,99.0,A,4.595119850134589
P68,intervention,1,0,0,1,Contracts_29,Contracts,before,50.0,A,0.0
P68,intervention,1,0,0,1,Contracts_29,Contracts,intermediate,40.0,A,-0.4054651081081643
P68,intervention,1,0,0,1,Contracts_29,Contracts,after,20.0,A,-1.3862943611198906
P68,intervention,1,0,0,1,jbo_55,jbo,before,50.0,B,0.0
P68,intervention,1,0,0,1,jbo_55,jbo,intermediate,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,jbo_55,jbo,after,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Contracts_44,Contracts,before,50.0,B,0.0
P68,intervention,1,0,0,1,Contracts_44,Contracts,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Contracts_44,Contracts,after,20.0,B,1.3862943611198908
P68,intervention,1,0,0,1,Evidence_69,Evidence,before,40.0,A,-0.4054651081081643
P68,intervention,1,0,0,1,Evidence_69,Evidence,intermediate,15.0,A,-1.7346010553881064
P68,intervention,1,0,0,1,Evidence_69,Evidence,after,90.0,A,2.1972245773362196
P68,intervention,1,0,0,1,Surgery_50,Surgery,before,50.0,A,0.0
P68,intervention,1,0,0,1,Surgery_50,Surgery,intermediate,40.0,A,-0.4054651081081643
P68,intervention,1,0,0,1,Surgery_50,Surgery,after,20.0,A,-1.3862943611198906
P68,intervention,1,0,0,1,jbo_71,jbo,before,50.0,B,0.0
P68,intervention,1,0,0,1,jbo_71,jbo,intermediate,60.0,B,-0.4054651081081643
P68,intervention,1,0,0,1,jbo_71,jbo,after,90.0,B,-2.1972245773362196
P68,intervention,1,0,0,1,jbo_44,jbo,before,50.0,A,0.0
P68,intervention,1,0,0,1,jbo_44,jbo,intermediate,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_44,jbo,after,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_45,jbo,before,50.0,B,0.0
P68,intervention,1,0,0,1,jbo_45,jbo,intermediate,40.0,B,0.4054651081081642
P68,intervention,1,0,0,1,jbo_45,jbo,after,90.0,B,-2.1972245773362196
P68,intervention,1,0,0,1,Surgery_265,Surgery,before,60.0,B,-0.4054651081081643
P68,intervention,1,0,0,1,Surgery_265,Surgery,intermediate,70.0,B,-0.8472978603872034
P68,intervention,1,0,0,1,Surgery_265,Surgery,after,90.0,B,-2.1972245773362196
P68,intervention,1,0,0,1,Evidence_51,Evidence,before,50.0,A,0.0
P68,intervention,1,0,0,1,Evidence_51,Evidence,intermediate,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Evidence_51,Evidence,after,90.0,A,2.1972245773362196
P68,intervention,1,0,0,1,jbo_39,jbo,before,50.0,B,0.0
P68,intervention,1,0,0,1,jbo_39,jbo,intermediate,80.0,B,-1.3862943611198908
P68,intervention,1,0,0,1,jbo_39,jbo,after,90.0,B,-2.1972245773362196
P68,intervention,1,0,0,1,jbo_111,jbo,before,50.0,A,0.0
P68,intervention,1,0,0,1,jbo_111,jbo,intermediate,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_111,jbo,after,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Surgery_152,Surgery,before,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,Surgery_152,Surgery,intermediate,80.0,A,1.3862943611198908
P68,intervention,1,0,0,1,Surgery_152,Surgery,after,95.0,A,2.9444389791664394
P68,intervention,1,0,0,1,Contracts_36,Contracts,before,60.0,B,-0.4054651081081643
P68,intervention,1,0,0,1,Contracts_36,Contracts,intermediate,70.0,B,-0.8472978603872034
P68,intervention,1,0,0,1,Contracts_36,Contracts,after,90.0,B,-2.1972245773362196
P68,intervention,1,0,0,1,jbo_12,jbo,before,50.0,A,0.0
P68,intervention,1,0,0,1,jbo_12,jbo,intermediate,60.0,A,0.4054651081081642
P68,intervention,1,0,0,1,jbo_12,jbo,after,80.0,A,1.3862943611198908
P68,intervention,1,0,0,1,Contracts_41,Contracts,before,40.0,A,-0.4054651081081643
P68,intervention,1,0,0,1,Contracts_41,Contracts,intermediate,70.0,A,0.8472978603872034
P68,intervention,1,0,0,1,Contracts_41,Contracts,after,85.0,A,1.7346010553881064
P68,intervention,1,0,0,1,Contracts_49,Contracts,before,50.0,B,0.0
P68,intervention,1,0,0,1,Contracts_49,Contracts,intermediate,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Contracts_49,Contracts,after,30.0,B,0.8472978603872034
P68,intervention,1,0,0,1,Contracts_28,Contracts,before,25.0,B,1.0986122886681098
P68,intervention,1,0,0,1,Contracts_28,Contracts,intermediate,10.0,B,2.1972245773362196
P68,intervention,1,0,0,1,Contracts_28,Contracts,after,4.0,B,3.178053830347945
P68,intervention,1,0,0,1,Evidence_37,Evidence,before,50.0,B,0.0
P68,intervention,1,0,0,1,Evidence_37,Evidence,intermediate,60.0,B,-0.4054651081081643
P68,intervention,1,0,0,1,Evidence_37,Evidence,after,70.0,B,-0.8472978603872034
P69,intervention,1,1,0,1,Surgery_280,Surgery,before,36.0,B,0.5753641449035619
P69,intervention,1,1,0,1,Surgery_280,Surgery,intermediate,14.0,B,1.815289966638249
P69,intervention,1,1,0,1,Surgery_280,Surgery,after,5.0,B,2.9444389791664394
P69,intervention,1,1,0,1,Contracts_30,Contracts,before,60.0,A,0.4054651081081642
P69,intervention,1,1,0,1,Contracts_30,Contracts,intermediate,77.0,A,1.2083112059245342
P69,intervention,1,1,0,1,Contracts_30,Contracts,after,87.0,A,1.900958761193047
P69,intervention,1,1,0,1,Contracts_27,Contracts,before,42.0,B,0.32277339226305135
P69,intervention,1,1,0,1,Contracts_27,Contracts,intermediate,22.0,B,1.265666373331276
P69,intervention,1,1,0,1,Contracts_27,Contracts,after,2.0,B,3.8918202981106256
P69,intervention,1,1,0,1,Evidence_53,Evidence,before,40.0,A,-0.4054651081081643
P69,intervention,1,1,0,1,Evidence_53,Evidence,intermediate,15.0,A,-1.7346010553881064
P69,intervention,1,1,0,1,Evidence_53,Evidence,after,5.0,A,-2.9444389791664403
P69,intervention,1,1,0,1,jbo_63,jbo,before,50.0,B,0.0
P69,intervention,1,1,0,1,jbo_63,jbo,intermediate,37.0,B,0.5322168137473082
P69,intervention,1,1,0,1,jbo_63,jbo,after,30.0,B,0.8472978603872034
P69,intervention,1,1,0,1,Surgery_249,Surgery,before,34.0,B,0.6632942174102638
P69,intervention,1,1,0,1,Surgery_249,Surgery,intermediate,11.0,B,2.0907410969337694
P69,intervention,1,1,0,1,Surgery_249,Surgery,after,1.0,B,4.595119850134589
P69,intervention,1,1,0,1,Contracts_20,Contracts,before,63.0,A,0.5322168137473082
P69,intervention,1,1,0,1,Contracts_20,Contracts,intermediate,82.0,A,1.5163474893680882
P69,intervention,1,1,0,1,Contracts_20,Contracts,after,97.0,A,3.4760986898352724
P69,intervention,1,1,0,1,Surgery_283_flipped,Surgery,before,45.0,A,-0.20067069546215124
P69,intervention,1,1,0,1,Surgery_283_flipped,Surgery,intermediate,20.0,A,-1.3862943611198906
P69,intervention,1,1,0,1,Surgery_283_flipped,Surgery,after,2.0,A,-3.8918202981106265
P69,intervention,1,1,0,1,Evidence_9,Evidence,before,54.0,B,-0.1603426500751795
P69,intervention,1,1,0,1,Evidence_9,Evidence,intermediate,35.0,B,0.6190392084062236
P69,intervention,1,1,0,1,Evidence_9,Evidence,after,28.0,B,0.9444616088408513
P69,intervention,1,1,0,1,jbo_26,jbo,before,50.0,A,0.0
P69,intervention,1,1,0,1,jbo_26,jbo,intermediate,48.0,A,-0.0800427076735365
P69,intervention,1,1,0,1,jbo_26,jbo,after,60.0,A,0.4054651081081642
P69,intervention,1,1,0,1,Surgery_84,Surgery,before,55.0,A,0.2006706954621514
P69,intervention,1,1,0,1,Surgery_84,Surgery,intermediate,73.0,A,0.9946225751440619
P69,intervention,1,1,0,1,Surgery_84,Surgery,after,90.0,A,2.1972245773362196
P69,intervention,1,1,0,1,jbo_47,jbo,before,50.0,B,0.0
P69,intervention,1,1,0,1,jbo_47,jbo,intermediate,36.0,B,0.5753641449035619
P69,intervention,1,1,0,1,jbo_47,jbo,after,7.0,B,2.5866893440979415
P69,intervention,1,1,0,1,Surgery_25,Surgery,before,31.0,B,0.8001193001121129
P69,intervention,1,1,0,1,Surgery_25,Surgery,intermediate,17.0,B,1.5856272637403817
P69,intervention,1,1,0,1,Surgery_25,Surgery,after,3.0,B,3.4760986898352724
P69,intervention,1,1,0,1,Surgery_15,Surgery,before,38.0,B,0.4895482253187058
P69,intervention,1,1,0,1,Surgery_15,Surgery,intermediate,20.0,B,1.3862943611198908
P69,intervention,1,1,0,1,Surgery_15,Surgery,after,4.0,B,3.178053830347945
P69,intervention,1,1,0,1,Evidence_54,Evidence,before,30.0,B,0.8472978603872034
P69,intervention,1,1,0,1,Evidence_54,Evidence,intermediate,15.0,B,1.7346010553881064
P69,intervention,1,1,0,1,Evidence_54,Evidence,after,10.0,B,2.1972245773362196
P69,intervention,1,1,0,1,Evidence_58,Evidence,before,73.0,A,0.9946225751440619
P69,intervention,1,1,0,1,Evidence_58,Evidence,intermediate,90.0,A,2.1972245773362196
P69,intervention,1,1,0,1,Evidence_58,Evidence,after,97.0,A,3.4760986898352724
P69,intervention,1,1,0,1,Evidence_61,Evidence,before,45.0,B,0.2006706954621514
P69,intervention,1,1,0,1,Evidence_61,Evidence,intermediate,30.0,B,0.8472978603872034
P69,intervention,1,1,0,1,Evidence_61,Evidence,after,13.0,B,1.900958761193047
P69,intervention,1,1,0,1,Evidence_19,Evidence,before,54.0,A,0.16034265007517948
P69,intervention,1,1,0,1,Evidence_19,Evidence,intermediate,60.0,A,0.4054651081081642
P69,intervention,1,1,0,1,Evidence_19,Evidence,after,70.0,A,0.8472978603872034
P69,intervention,1,1,0,1,Evidence_36,Evidence,before,50.0,B,0.0
P69,intervention,1,1,0,1,Evidence_36,Evidence,intermediate,35.0,B,0.6190392084062236
P69,intervention,1,1,0,1,Evidence_36,Evidence,after,20.0,B,1.3862943611198908
P69,intervention,1,1,0,1,Surgery_225,Surgery,before,26.0,B,1.0459685551826876
P69,intervention,1,1,0,1,Surgery_225,Surgery,intermediate,14.0,B,1.815289966638249
P69,intervention,1,1,0,1,Surgery_225,Surgery,after,5.0,B,2.9444389791664394
P69,intervention,1,1,0,1,Evidence_21,Evidence,before,52.0,A,0.08004270767353656
P69,intervention,1,1,0,1,Evidence_21,Evidence,intermediate,50.0,A,0.0
P69,intervention,1,1,0,1,Evidence_21,Evidence,after,62.0,A,0.4895482253187058
P69,intervention,1,1,0,1,Contracts_3,Contracts,before,55.0,A,0.2006706954621514
P69,intervention,1,1,0,1,Contracts_3,Contracts,intermediate,60.0,A,0.4054651081081642
P69,intervention,1,1,0,1,Contracts_3,Contracts,after,75.0,A,1.0986122886681098
P69,intervention,1,1,0,1,Evidence_64,Evidence,before,35.0,B,0.6190392084062236
P69,intervention,1,1,0,1,Evidence_64,Evidence,intermediate,14.0,B,1.815289966638249
P69,intervention,1,1,0,1,Evidence_64,Evidence,after,3.0,B,3.4760986898352724
P69,intervention,1,1,0,1,Surgery_62,Surgery,before,50.0,A,0.0
P69,intervention,1,1,0,1,Surgery_62,Surgery,intermediate,98.0,A,3.8918202981106256
P69,intervention,1,1,0,1,Surgery_62,Surgery,after,99.0,A,4.595119850134589
P69,intervention,1,1,0,1,jbo_54,jbo,before,50.0,A,0.0
P69,intervention,1,1,0,1,jbo_54,jbo,intermediate,67.0,A,0.708185057924486
P69,intervention,1,1,0,1,jbo_54,jbo,after,88.0,A,1.9924301646902063
P69,intervention,1,1,0,1,Contracts_61,Contracts,before,68.0,B,-0.7537718023763804
P69,intervention,1,1,0,1,Contracts_61,Contracts,intermediate,76.0,B,-1.1526795099383855
P69,intervention,1,1,0,1,Contracts_61,Contracts,after,97.0,B,-3.4760986898352724
P69,intervention,1,1,0,1,Contracts_13,Contracts,before,65.0,A,0.6190392084062236
P69,intervention,1,1,0,1,Contracts_13,Contracts,intermediate,80.0,A,1.3862943611198908
P69,intervention,1,1,0,1,Contracts_13,Contracts,after,90.0,A,2.1972245773362196
P69,intervention,1,1,0,1,jbo_30,jbo,before,50.0,A,0.0
P69,intervention,1,1,0,1,jbo_30,jbo,intermediate,56.0,A,0.24116205681688824
P69,intervention,1,1,0,1,jbo_30,jbo,after,93.0,A,2.5866893440979433
P69,intervention,1,1,0,1,Surgery_229,Surgery,before,57.0,A,0.2818511521409875
P69,intervention,1,1,0,1,Surgery_229,Surgery,intermediate,71.0,A,0.8953840470548413
P69,intervention,1,1,0,1,Surgery_229,Surgery,after,94.0,A,2.751535313041948
P69,intervention,1,1,0,1,Contracts_29,Contracts,before,35.0,A,-0.6190392084062235
P69,intervention,1,1,0,1,Contracts_29,Contracts,intermediate,30.0,A,-0.8472978603872036
P69,intervention,1,1,0,1,Contracts_29,Contracts,after,5.0,A,-2.9444389791664403
P69,intervention,1,1,0,1,jbo_55,jbo,before,50.0,B,0.0
P69,intervention,1,1,0,1,jbo_55,jbo,intermediate,48.0,B,0.08004270767353656
P69,intervention,1,1,0,1,jbo_55,jbo,after,60.0,B,-0.4054651081081643
P69,intervention,1,1,0,1,Contracts_44,Contracts,before,35.0,B,0.6190392084062236
P69,intervention,1,1,0,1,Contracts_44,Contracts,intermediate,15.0,B,1.7346010553881064
P69,intervention,1,1,0,1,Contracts_44,Contracts,after,5.0,B,2.9444389791664394
P69,intervention,1,1,0,1,Evidence_69,Evidence,before,60.0,A,0.4054651081081642
P69,intervention,1,1,0,1,Evidence_69,Evidence,intermediate,81.0,A,1.4500101755059986
P69,intervention,1,1,0,1,Evidence_69,Evidence,after,94.0,A,2.751535313041948
P69,intervention,1,1,0,1,Surgery_50,Surgery,before,50.0,A,0.0
P69,intervention,1,1,0,1,Surgery_50,Surgery,intermediate,36.0,A,-0.5753641449035618
P69,intervention,1,1,0,1,Surgery_50,Surgery,after,12.0,A,-1.9924301646902063
P69,intervention,1,1,0,1,jbo_71,jbo,before,50.0,B,0.0
P69,intervention,1,1,0,1,jbo_71,jbo,intermediate,56.0,B,-0.24116205681688824
P69,intervention,1,1,0,1,jbo_71,jbo,after,91.0,B,-2.313634929180631
P69,intervention,1,1,0,1,jbo_44,jbo,before,50.0,A,0.0
P69,intervention,1,1,0,1,jbo_44,jbo,intermediate,60.0,A,0.4054651081081642
